0,1,2,3
4.96,39.4,1003.58,92.22
29.45,70.02,1010.28,65.93
12.93,45.51,1015.27,87.27
19.47,58.79,1016.8,87.26
23.69,77.54,1009.32,89.7
11.77,39.39,1012.9,85.8
31.35,67.32,1013.74,38.56
8.73,39.42,1025.63,69.87
13.25,43.7,1013.61,76.05
10.08,41.16,1023.14,96.03
12.33,39.28,1011.84,80.01
28.75,70.02,1010.33,46.55
10.2,40.67,1016.15,73.2
20.28,68.63,1012.42,70.31
22.53,74.87,1009.91,93.21
25.98,73.18,1012.28,85.78
18.92,44.06,1017.47,68.75
13.83,41.23,993.31,93.94
32.81,77.17,1009.17,53.13
21.98,55.5,1017.89,57.9
13.48,41.26,1021.92,78.24
16.18,43.99,1021.97,80.96
14.43,35.85,1021.99,78.25
22.49,62.52,1016.57,63.69
32.31,77.95,1010.15,62.17
12.61,41.58,1020.17,85.18
23.96,47.43,1008.38,63.55
23.09,63.91,1012.23,83.25
21.7,64.69,1007.93,78.37
28.18,64.84,1009.22,56.04
33.01,69.88,1006.71,53.25
16.44,44.0,1024.48,76.51
28.12,73.42,1011.49,80.16
31.82,73.68,1014.8,40.58
20.25,63.91,1009.27,97.97
8.9,41.4,1030.83,85.63
14.45,43.71,1025.26,84.23
12.59,41.14,1025.79,86.55
26.26,74.9,1003.85,81.94
22.99,68.67,1006.65,77.62
12.12,40.0,1018.72,84.42
9.05,40.67,1015.57,75.48
22.86,58.96,1014.03,54.96
24.81,67.17,1007.71,84.37
14.07,42.99,1007.57,96.05
21.0,70.02,1010.22,95.11
31.35,71.32,1005.99,62.35
20.11,42.04,1010.79,60.31
8.12,43.02,1013.56,85.26
29.62,70.02,1010.09,43.1
25.21,75.6,1017.19,69.84
20.65,48.41,1008.38,91.02
26.12,49.02,1008.63,72.04
18.13,60.1,1009.67,84.75
10.8,39.28,1010.7,82.62
10.92,40.92,1021.84,83.03
7.39,39.81,1019.45,85.02
14.74,43.99,1023.13,86.31
9.01,38.56,1016.67,63.61
13.0,39.85,1012.57,61.56
10.2,41.62,1016.52,98.09
32.38,69.05,1000.76,45.85
5.46,40.81,1025.73,93.52
27.19,62.91,1011.57,53.66
29.62,71.8,1011.05,63.13
12.48,40.67,1011.24,61.1
27.97,66.17,1010.81,63.73
30.49,70.32,1011.34,66.33
32.67,77.95,1014.62,50.73
26.34,69.04,1009.44,72.06
25.26,65.61,1014.43,58.35
20.95,44.89,1010.48,67.97
28.41,66.91,1008.22,57.93
9.39,39.66,1019.22,75.33
10.01,43.7,1015.73,91.97
25.23,69.34,1009.51,82.87
31.02,70.4,1006.24,77.86
32.57,65.74,1011.03,46.27
26.63,61.47,1008.18,69.0
7.9,43.79,1016.14,83.05
15.97,45.01,1016.58,83.24
7.2,40.35,1011.83,95.59
28.26,65.34,1014.56,43.4
29.42,69.14,1007.32,75.04
7.65,40.67,1020.14,72.37
5.49,40.81,1014.43,90.41
29.98,76.09,1007.62,75.6
14.02,44.85,1016.54,75.73
29.49,70.98,1007.83,79.08
9.29,39.96,1026.2,97.55
22.96,45.01,1012.21,50.81
30.18,65.74,1012.63,47.74
14.68,43.99,1023.36,86.79
28.7,71.64,1007.11,69.85
15.03,43.71,1025.07,83.25
15.69,37.87,1022.63,87.71
15.4,38.73,1000.67,79.71
30.67,72.86,1004.25,52.72
28.5,79.74,1006.75,87.09
6.86,40.02,1031.5,77.94
33.3,80.18,1011.09,63.98
13.43,43.69,1016.21,73.01
31.74,67.32,1013.69,36.59
19.5,52.72,1025.21,50.21
27.44,59.74,1010.99,56.42
9.08,40.02,1031.2,75.34
20.72,68.61,1011.25,87.1
9.86,43.56,1015.13,74.89
24.67,70.94,1007.99,75.64
18.07,44.92,1024.72,69.15
30.33,70.36,1006.72,70.31
14.01,45.08,1023.28,82.49
14.38,40.73,1017.48,90.64
15.86,43.5,1021.22,75.38
6.48,36.24,1013.62,92.03
19.23,41.67,1012.53,48.86
8.96,40.02,1031.21,82.32
31.73,73.42,1010.8,61.81
30.8,73.56,1007.39,75.78
20.1,59.87,1018.97,87.23
8.41,39.16,1015.47,93.42
13.29,71.14,1019.63,75.09
17.46,42.42,1008.97,69.19
9.59,40.11,1026.05,74.27
23.38,48.78,1019.03,78.69
29.92,67.22,1014.09,50.62
24.96,74.99,1008.25,80.52
30.78,69.14,1007.27,62.77
32.84,77.95,1014.68,45.8
10.32,41.01,1021.04,95.3
29.45,75.6,1018.12,50.68
13.95,41.49,1019.95,86.46
30.75,71.25,1000.07,65.47
6.28,41.06,1020.96,90.91
11.64,41.44,1016.4,73.18
23.22,69.04,1009.65,89.05
7.67,41.66,1016.25,77.0
30.03,68.84,1011.41,53.82
14.1,41.04,1026.11,74.25
14.51,42.77,1017.47,81.95
29.05,75.6,1017.63,51.16
9.01,40.77,1022.37,90.3
28.31,74.34,998.42,79.23
14.05,40.35,1011.52,66.21
31.32,71.29,1008.37,50.07
7.54,38.56,1016.49,69.1
13.86,40.66,1017.15,83.82
27.5,49.3,1004.02,59.23
14.33,38.73,1003.52,85.92
14.13,41.23,994.6,93.02
27.4,77.24,1007.65,78.13
17.63,40.55,1002.27,73.42
27.54,75.6,1018.26,57.89
28.93,72.99,1007.23,64.41
29.05,70.32,1011.33,72.5
12.04,41.58,1018.02,88.91
11.55,42.34,1020.78,94.56
24.21,70.98,1007.02,95.57
29.06,71.64,1005.54,69.84
24.32,59.14,1017.46,80.14
28.4,69.34,1009.76,70.4
19.04,50.12,1010.53,100.09
22.61,60.27,1018.81,83.27
20.71,58.79,1017.48,86.67
6.86,41.17,1020.12,79.14
15.72,41.76,1023.07,66.95
24.72,68.67,1006.74,79.02
32.38,67.17,1006.97,60.04
27.25,50.05,1006.53,60.64
18.61,44.06,1016.91,75.01
9.34,41.49,1020.58,97.59
10.67,42.02,996.55,99.94
31.77,76.09,1007.4,73.36
15.56,41.1,1004.65,84.58
9.62,41.01,1019.43,97.99
28.42,75.23,1010.25,56.8
26.82,60.96,1012.25,57.41
12.28,43.67,1012.69,70.23
18.63,50.16,1010.21,97.13
28.32,77.95,1014.61,77.17
11.5,40.78,1023.91,86.31
7.06,41.38,1021.94,83.55
23.36,59.15,1013.71,86.64
13.48,40.35,1011.71,69.44
24.49,65.61,1014.71,63.47
8.71,41.82,1033.08,74.53
19.15,59.21,1018.41,88.9
28.33,78.92,1011.15,70.04
26.24,77.95,1014.19,85.21
18.37,58.96,1015.5,67.79
25.03,60.27,1017.9,72.04
27.35,61.47,1008.43,70.65
19.45,58.95,1017.79,93.46
31.07,70.32,1011.74,65.91
8.26,44.71,1020.85,68.82
21.62,48.78,1020.06,85.09
26.53,63.87,1017.38,48.53
13.14,43.71,1024.47,87.42
14.58,42.07,1017.9,86.14
28.8,74.9,1003.48,75.01
18.97,44.78,1007.87,47.98
27.4,66.48,1004.71,51.5
30.21,75.33,1002.24,66.71
8.64,41.66,1014.14,80.44
24.11,68.63,1014.34,45.28
30.12,69.71,1009.1,52.02
9.06,43.79,1016.05,81.32
25.58,63.47,1011.44,66.81
22.1,68.63,1015.19,59.05
14.56,25.88,1009.46,78.22
17.66,44.9,1020.5,71.33
12.87,45.51,1015.3,86.67
15.78,43.99,1022.19,83.7
12.68,41.16,1020.09,83.32
8.47,42.02,1005.37,92.73
27.45,59.74,1011.34,58.58
25.92,60.32,1016.05,52.51
10.12,41.78,1013.43,73.47
8.07,43.69,1017.05,87.34
9.63,43.02,1012.4,68.41
12.46,40.73,1017.53,93.47
20.89,68.63,1012.6,69.52
6.8,39.37,1020.24,73.29
23.25,63.78,1016.01,72.01
18.4,44.92,1024.88,64.89
20.55,46.21,1013.21,73.18
13.77,41.58,1020.63,72.94
15.09,41.76,1022.4,76.22
10.05,41.58,1021.35,95.19
10.33,41.44,1015.24,86.72
22.43,63.21,1012.06,84.75
30.05,69.34,1008.26,61.5
19.09,43.14,1012.34,45.75
13.56,49.83,1007.01,89.86
24.27,74.93,1012.73,73.81
15.74,43.71,1024.7,78.38
24.13,48.98,1014.74,40.13
13.79,42.07,1018.27,88.06
12.64,41.79,1016.38,92.65
13.64,34.03,1018.32,62.2
12.75,42.34,1018.17,94.67
9.73,40.22,1011.48,87.88
9.28,41.54,1018.33,79.89
11.8,40.66,1017.13,97.2
19.51,50.16,1010.33,94.37
30.97,69.13,1009.78,58.92
28.12,58.33,1013.61,39.67
14.11,45.08,1023.27,83.22
9.87,41.82,1033.04,68.57
31.45,68.27,1007.56,64.79
8.53,40.77,1009.85,90.95
29.54,74.99,1005.0,69.69
11.47,25.36,1008.27,95.4
19.66,59.87,1018.75,87.6
17.89,40.12,1011.99,76.52
28.11,66.17,1010.51,65.16
21.41,62.39,1007.84,88.83
17.55,48.78,1016.81,91.27
9.93,40.67,1018.08,69.74
13.98,44.84,1023.6,89.09
32.55,70.94,1006.75,43.15
13.78,44.47,1027.94,71.09
10.31,37.5,1008.55,99.31
24.51,68.63,1014.15,45.1
10.91,41.04,1026.57,74.24
27.88,63.87,1017.79,40.0
30.66,66.25,1007.67,63.03
11.57,39.72,1002.26,78.69
31.07,70.98,1007.24,72.03
28.37,75.6,1017.48,55.19
29.3,74.16,1007.72,81.92
6.93,39.81,1017.25,87.29
22.27,50.05,1007.1,89.34
6.9,44.71,1019.7,71.21
11.01,40.22,1011.13,83.09
21.99,57.5,1015.87,80.72
29.12,74.87,1009.85,62.51
17.76,42.42,1009.09,66.26
16.37,44.0,1024.61,78.26
5.68,40.35,1012.11,92.86
11.17,40.27,1009.54,74.56
30.01,65.18,1012.87,43.95
13.01,41.58,1020.82,78.41
21.92,64.63,1020.42,65.22
27.76,75.33,1003.69,79.62
30.9,73.42,1011.21,65.32
25.91,67.07,1005.66,60.12
29.63,69.71,1009.04,67.26
31.87,67.32,1013.65,36.69
14.95,42.99,1008.75,90.76
14.62,44.84,1023.41,85.17
7.3,39.72,1020.85,77.83
27.65,67.07,1005.65,60.42
13.48,40.73,1017.59,94.81
8.68,43.14,1011.94,79.06
27.68,69.34,1008.28,70.9
23.93,68.28,1005.16,69.91
12.79,44.68,1022.51,99.55
25.5,63.91,1009.4,75.22
30.07,70.98,1007.74,75.68
21.11,59.39,1013.87,85.29
31.88,67.32,1013.64,35.1
9.26,40.11,1024.38,74.82
30.91,69.75,1010.23,59.36
27.08,63.78,1015.04,50.8
13.34,40.83,1008.09,85.85
7.32,41.26,1010.11,95.18
15.58,40.66,1016.34,87.42
18.21,49.69,1013.54,80.16
6.25,40.02,1032.14,80.22
18.86,51.43,1010.27,86.0
25.96,63.77,1013.24,65.43
15.66,41.35,1001.68,86.26
24.5,58.66,1011.54,57.92
19.05,59.21,1017.99,89.53
30.38,74.16,1007.44,74.77
7.55,41.04,1027.03,83.32
27.33,66.17,1011.06,64.55
18.92,46.93,1009.89,77.98
8.43,40.6,1015.39,91.81
28.16,70.98,1008.51,72.12
10.48,36.71,1023.18,81.37
25.87,63.47,1011.54,65.45
28.61,69.75,1009.82,71.7
25.21,65.34,1013.94,65.04
17.1,48.98,1016.48,85.63
8.66,41.01,1022.51,98.55
20.99,50.12,1008.82,95.97
29.17,74.34,1004.51,82.02
23.86,63.77,1014.6,82.37
9.86,42.49,1009.16,81.41
17.4,43.14,1018.51,75.31
31.25,73.5,1010.81,45.2
34.66,74.33,1012.0,32.19
12.61,41.79,1015.82,91.9
25.66,70.02,1010.89,68.14
27.54,75.6,1018.26,57.89
13.09,39.85,1012.86,58.42
13.97,45.01,1017.44,89.15
30.74,69.59,1008.69,68.04
6.03,41.17,1019.81,84.2
17.58,39.63,1004.84,80.43
13.58,44.47,1029.91,70.41
12.73,37.73,1021.89,61.76
23.14,58.95,1017.52,66.25
21.93,60.84,1018.96,76.8
10.25,41.26,1007.44,98.08
24.97,54.2,1012.68,74.25
13.74,38.73,1004.34,82.82
21.94,50.32,1008.44,86.98
10.74,44.85,1014.25,71.61
10.36,43.67,1012.16,77.04
15.29,41.1,1005.75,85.53
25.5,58.79,1016.02,64.4
12.64,41.26,1020.79,83.66
6.84,39.4,1011.9,93.75
15.7,44.21,1021.26,86.83
29.0,70.72,1009.51,67.72
5.75,42.07,1004.24,78.23
27.0,69.34,1008.88,74.4
22.67,60.77,1017.56,79.43
17.03,58.49,1011.91,92.16
9.75,43.69,1016.81,82.42
30.82,78.87,1012.06,70.69
13.5,45.51,1015.33,86.95
13.07,40.83,1010.0,84.84
25.34,49.5,1013.25,50.8
13.11,41.58,1020.43,74.32
7.98,40.77,1008.69,98.65
29.63,69.59,1008.3,72.53
14.67,42.28,1007.21,65.17
8.51,39.96,1026.34,96.1
29.85,71.58,1010.04,58.66
19.44,48.7,1008.66,94.71
12.07,39.99,1009.7,93.27
8.25,43.14,1011.3,87.1
25.24,68.67,1006.76,76.95
33.72,74.33,1011.4,37.51
27.45,64.34,1007.12,65.87
25.64,63.87,1017.14,49.25
17.83,44.92,1025.04,70.58
28.18,67.17,1006.84,75.55
21.8,62.39,1007.84,89.04
28.87,71.97,1008.74,82.61
14.09,41.2,1016.45,67.27
7.11,43.13,1018.96,87.82
28.14,65.34,1014.44,46.17
26.92,51.43,1012.29,59.33
20.67,70.02,1010.42,94.09
33.4,70.8,1009.17,57.01
21.4,68.28,1008.2,60.34
13.35,41.16,1011.32,89.12
10.47,43.14,1010.35,86.86
16.95,40.12,1012.59,87.87
21.32,49.02,1008.81,85.81
20.35,68.61,1011.17,86.69
26.23,59.14,1016.98,75.54
26.1,63.56,1013.12,61.0
25.73,62.66,1010.15,54.66
30.28,74.67,1016.45,55.76
11.22,40.22,1011.01,81.67
27.18,79.05,1008.99,94.32
26.63,74.16,1009.72,83.26
18.85,41.1,1001.95,61.75
13.57,41.4,1021.27,72.55
18.06,50.16,1009.52,100.09
10.62,39.58,1011.9,87.85
29.31,68.67,1006.18,63.38
27.05,67.79,1010.99,71.37
7.08,39.99,1010.55,91.44
23.33,54.2,1012.47,79.48
26.1,62.91,1012.44,60.91
16.02,39.54,1007.73,72.81
23.09,60.95,1015.02,68.78
11.44,43.13,1014.88,63.88
14.72,41.23,997.91,82.69
23.2,48.41,1008.64,80.92
14.12,42.99,1007.13,78.16
23.02,59.21,1011.74,83.18
11.83,43.14,1010.06,88.14
17.45,42.28,1007.64,69.19
13.75,40.89,1011.21,82.8
16.2,38.73,1002.14,75.03
8.23,41.01,1022.89,98.03
24.2,63.21,1012.25,79.86
21.67,60.84,1017.93,81.63
25.16,43.21,1011.73,88.69
12.52,41.44,1016.08,68.94
29.13,70.72,1009.61,67.49
11.95,42.03,1017.58,90.89
27.96,77.24,1007.23,78.51
24.38,63.91,1009.53,79.11
13.86,41.58,1020.69,70.74
25.14,49.02,1007.56,79.02
28.36,69.88,1007.75,84.17
5.78,45.87,1012.65,88.8
23.78,69.71,1008.79,83.17
9.76,40.71,1020.88,91.82
14.5,41.76,1023.94,84.42
5.53,35.79,1011.19,94.01
32.06,69.88,1006.88,63.53
22.84,50.05,1005.59,79.49
32.45,44.37,1005.05,44.37
22.63,58.96,1013.62,56.67
6.59,39.37,1020.34,77.92
7.77,41.82,1032.72,72.8
6.77,40.78,1024.86,96.58
24.19,46.21,1010.79,62.04
20.17,56.03,1019.47,56.77
5.82,41.38,1021.06,86.91
30.68,69.68,1012.86,56.56
10.8,40.22,1011.25,84.57
12.11,41.17,1019.46,62.59
19.01,58.46,1017.14,90.99
32.09,69.4,1003.1,56.91
24.73,70.72,1009.82,88.79
24.15,64.63,1020.72,58.06
13.53,42.03,1017.52,84.02
11.2,42.02,999.99,96.69
14.48,40.83,1009.42,81.74
29.37,74.78,1009.47,55.65
23.96,65.34,1015.52,56.82
25.64,70.72,1010.16,84.0
26.63,43.77,1011.33,49.3
26.94,66.48,1005.46,60.62
9.72,39.66,1018.31,76.07
23.47,65.61,1014.57,69.83
24.02,64.63,1020.49,55.17
23.14,51.19,1009.56,77.2
22.54,63.91,1012.15,84.91
16.64,43.14,1019.03,82.88
22.28,60.27,1018.98,84.12
7.09,43.13,1017.91,92.37
29.83,68.67,1005.33,71.15
23.89,64.27,1013.37,75.22
13.8,42.99,1007.16,67.28
19.48,58.79,1017.6,88.72
21.84,60.29,1017.23,66.89
30.7,74.22,1008.12,50.39
30.26,77.24,1008.39,74.25
14.39,44.84,1023.55,91.14
15.73,38.73,1002.48,76.91
17.7,48.98,1015.79,83.18
18.27,50.16,1011.07,95.91
25.87,67.79,1011.16,79.88
26.74,49.02,1008.18,67.59
18.97,43.43,1012.72,75.69
26.95,48.41,1008.53,62.94
8.68,41.82,1032.83,73.62
12.98,39.64,1013.95,74.39
27.74,74.78,1010.05,60.82
11.88,40.64,1020.5,85.43
33.76,68.51,1011.33,38.35
24.55,67.07,1005.66,63.58
14.87,41.76,1022.26,78.21
10.61,40.77,1022.09,83.62
12.17,49.83,1008.05,96.44
9.82,41.26,1007.71,96.69
19.12,58.79,1017.34,92.45
27.07,66.93,1017.32,55.38
14.41,40.83,1009.82,80.43
12.3,39.85,1012.59,73.38
32.21,70.94,1006.76,47.56
27.01,69.75,1009.78,81.29
16.31,42.28,1007.45,77.77
26.66,70.02,1010.88,58.37
14.54,42.99,1009.27,90.88
17.53,44.9,1020.5,71.1
25.56,75.6,1017.37,69.31
8.87,41.82,1033.3,74.28
28.9,71.25,1000.73,77.24
11.72,40.55,1021.54,85.13
15.3,38.62,1017.19,70.63
10.98,41.54,1019.94,69.83
31.54,71.06,1008.4,71.77
9.59,38.56,1017.52,61.89
23.86,74.93,1016.88,71.44
17.57,46.21,1014.09,80.81
24.05,70.4,1006.83,92.35
10.86,44.85,1014.15,88.36
9.2,40.77,1011.88,89.86
30.62,64.69,1006.23,52.06
14.02,40.66,1017.05,84.14
23.43,61.47,1007.84,87.11
24.88,63.91,1009.41,77.75
29.83,62.66,1007.98,47.07
19.02,44.85,1014.57,43.37
31.51,71.97,1007.84,71.18
23.31,60.08,1017.14,64.35
20.83,70.72,1009.56,89.37
27.67,59.14,1016.51,61.2
7.91,39.96,1023.57,88.44
24.37,70.02,1010.97,71.97
30.53,65.18,1012.69,41.85
15.65,43.5,1021.39,78.58
22.19,62.96,1019.54,67.96
17.04,40.12,1011.81,83.14
4.89,45.87,1007.58,99.35
29.86,70.8,1010.22,70.36
11.3,43.14,1019.56,99.83
8.9,39.96,1026.31,95.46
22.18,62.91,1012.14,68.86
10.62,42.02,999.83,96.66
8.9,40.77,1011.67,90.26
4.95,42.07,1004.87,80.88
15.08,42.77,1018.67,73.89
10.53,41.26,1007.48,98.74
6.5,41.14,1028.15,86.78
18.48,46.48,1007.53,82.57
11.24,42.34,1021.3,95.19
11.42,40.35,1011.55,82.71
26.73,68.84,1010.75,66.83
32.21,71.85,1008.25,58.09
8.22,40.77,1009.11,95.61
15.8,41.1,1003.0,77.36
23.09,51.19,1009.4,81.61
25.08,58.49,1011.1,64.47
31.5,70.32,1011.44,64.09
16.26,38.58,1016.04,76.7
15.6,43.71,1024.88,80.37
21.7,60.77,1018.07,88.15
6.1,43.65,1018.07,75.85
14.17,39.59,1010.99,94.08
13.78,40.0,1018.38,68.67
28.72,76.86,999.31,71.74
5.79,38.68,1017.19,70.46
21.98,48.41,1008.42,84.86
7.24,39.04,1019.0,68.69
7.64,40.02,1031.58,71.19
10.87,42.02,1002.08,95.22
27.98,74.87,1010.02,66.44
24.31,67.79,1010.64,76.15
13.49,44.47,1030.18,69.15
8.77,40.77,1011.54,89.58
30.58,65.18,1011.61,37.43
6.92,43.13,1018.26,89.23
14.12,39.52,1018.41,78.32
11.47,43.67,1012.68,72.51
26.85,63.56,1013.25,52.84
24.31,44.05,1006.16,73.3
11.17,39.72,1002.4,81.4
11.98,44.58,1016.45,78.8
24.43,61.25,1011.66,85.24
23.29,65.61,1014.81,70.27
20.98,60.1,1011.07,79.44
9.32,41.39,1020.03,70.21
13.14,40.66,1016.47,94.76
13.46,41.4,1019.46,71.73
23.36,74.93,1016.57,71.91
14.18,42.99,1007.19,73.21
13.94,41.58,1020.76,68.22
28.89,70.72,1009.36,70.33
26.19,65.61,1014.51,54.52
27.76,72.99,1007.81,71.66
15.59,45.09,1013.41,91.97
18.1,48.06,1015.47,82.47
28.09,70.02,1010.84,51.29
28.29,68.67,1005.46,69.22
25.25,62.91,1012.51,62.64
14.63,41.23,998.96,86.4
8.6,40.77,1011.8,89.45
28.05,62.6,1017.01,46.46
7.36,41.01,1024.9,97.88
16.68,43.14,1018.39,76.48
30.87,67.32,1013.78,34.54
7.52,41.66,1015.2,78.41
15.98,42.99,1008.24,83.78
14.17,41.67,1013.4,72.77
31.03,69.59,1007.77,63.96
30.93,73.42,1010.98,56.42
25.37,44.89,1009.27,63.06
22.01,60.84,1017.55,83.82
9.06,39.66,1019.64,76.98
13.44,39.64,1013.23,73.43
25.89,48.41,1008.49,68.58
8.14,36.24,1013.15,87.85
26.26,63.73,1010.45,70.61
14.48,40.89,1011.39,82.18
9.45,36.71,1024.24,83.28
34.2,68.14,1002.7,56.09
29.48,59.27,1010.99,51.23
9.35,44.03,1011.02,88.11
10.32,38.91,1012.11,81.49
17.37,58.49,1012.2,91.14
26.9,59.14,1016.18,70.88
14.48,39.0,1016.75,75.97
30.8,73.17,1010.51,51.93
5.81,35.79,1012.14,92.28
21.12,62.52,1015.62,78.98
18.48,52.05,1012.41,68.2
17.17,63.09,1020.54,95.98
17.65,59.87,1018.58,94.65
19.35,64.15,1021.37,68.53
29.53,64.44,1013.22,59.75
28.94,68.67,1005.39,75.24
25.64,63.47,1012.33,68.35
14.47,48.14,1017.28,87.36
27.07,65.59,1012.14,63.93
21.93,60.84,1017.8,82.61
7.32,41.22,1015.42,97.25
24.09,73.68,1014.93,94.55
13.08,42.32,1016.63,83.72
10.79,39.82,1012.89,88.25
16.64,44.9,1021.02,70.34
13.45,41.49,1020.19,88.72
18.27,51.43,1010.38,88.39
22.21,48.14,1015.08,66.8
24.5,60.77,1017.15,73.66
9.77,34.69,1027.72,74.98
5.63,39.22,1013.35,77.67
13.77,47.83,1007.41,90.66
21.64,50.32,1008.41,86.32
10.41,36.71,1022.02,84.56
13.01,41.49,1019.82,92.86
21.03,59.8,1015.86,76.63
22.71,48.06,1012.82,67.81
13.16,54.3,1017.33,82.43
7.64,38.18,1017.65,78.51
9.55,40.72,1023.12,68.06
30.56,69.14,1007.49,71.0
15.55,42.03,1017.41,74.58
27.96,73.42,1011.11,71.93
15.56,40.12,1013.72,89.78
25.43,70.17,1000.46,87.84
29.72,77.95,1014.9,72.73
29.89,64.69,1006.37,58.78
6.05,41.14,1027.69,86.93
31.4,71.06,1008.44,74.77
30.7,69.59,1008.03,66.78
14.71,52.72,1024.7,70.29
23.78,60.27,1018.02,78.06
14.9,52.05,1015.11,77.33
5.8,45.87,1009.14,92.06
22.7,61.41,1012.08,78.08
9.54,41.17,1019.79,65.61
27.86,63.07,1011.11,56.81
7.09,39.37,1020.07,73.26
26.75,60.96,1012.05,56.77
17.39,46.21,1013.94,82.73
8.26,39.42,1025.89,70.53
20.94,49.02,1008.91,87.32
11.88,41.58,1016.56,90.18
15.0,41.35,1006.6,86.95
22.67,62.52,1016.47,65.63
14.5,40.66,1016.81,82.93
25.4,70.4,1006.8,94.78
8.66,44.68,1022.99,95.45
11.75,71.14,1019.36,75.68
22.16,64.63,1020.81,68.47
18.22,39.63,1005.11,79.0
10.31,39.82,1012.87,88.71
24.72,77.54,1008.39,81.03
23.95,58.46,1017.5,68.46
25.04,51.95,1005.56,66.53
14.97,42.28,1007.31,79.25
9.23,42.44,1014.34,94.2
22.91,68.63,1014.92,55.82
27.2,65.12,1016.2,44.95
14.91,46.9,1019.59,98.1
7.84,41.39,1018.21,91.92
11.94,40.66,1016.61,96.11
22.15,43.77,1010.81,60.08
22.06,59.39,1015.26,85.04
13.18,40.73,1017.62,94.4
30.76,69.14,1007.63,71.24
11.37,41.5,1013.57,88.82
11.94,44.2,1017.97,82.93
13.74,44.21,1023.26,84.2
7.45,43.13,1019.31,86.32
15.78,41.16,1008.43,80.25
11.86,40.27,1008.06,72.91
26.85,66.86,1006.78,69.4
19.78,50.32,1008.62,96.4
18.74,59.21,1018.3,91.55
15.17,54.3,1017.38,72.11
23.1,66.05,1020.28,80.62
29.25,78.87,1012.05,84.28
22.32,48.41,1008.68,79.11
11.82,41.74,1022.36,74.06
21.42,43.79,1015.76,43.08
14.22,42.32,1015.54,77.23
10.29,41.74,1019.9,80.51
21.75,60.27,1018.55,87.81
21.0,66.86,1013.06,59.7
28.9,68.12,1011.87,46.56
23.21,58.66,1012.24,65.31
21.95,68.63,1012.8,61.55
20.56,43.79,1015.85,45.7
12.6,40.35,1011.89,80.88
7.19,38.91,1016.53,88.61
26.92,78.92,1011.65,96.22
9.91,39.64,1010.57,75.82
31.33,65.18,1011.97,36.62
25.71,71.64,1008.85,77.31
21.24,60.84,1017.99,82.22
24.2,60.77,1016.92,71.65
7.61,39.37,1015.84,83.73
14.35,46.18,1016.63,87.76
5.51,41.03,1022.28,84.5
13.26,40.83,1007.97,90.63
21.45,60.84,1017.86,82.8
19.4,64.63,1020.38,81.1
29.06,72.86,1004.23,69.41
27.55,73.68,1013.62,81.13
26.24,70.36,1005.4,82.43
22.72,50.05,1007.0,88.24
15.48,47.83,1004.88,81.68
30.65,65.18,1012.51,42.32
26.92,63.73,1010.29,68.6
13.07,42.18,1014.98,87.77
22.39,48.14,1014.56,64.31
29.95,73.42,1011.44,66.32
18.13,66.86,1012.9,78.84
20.03,60.77,1017.23,87.82
29.15,73.42,1011.43,66.49
17.23,41.1,1002.45,68.88
22.61,44.05,1005.69,76.74
21.01,58.96,1014.33,61.8
11.71,41.44,1015.37,79.95
13.2,40.83,1007.75,94.98
30.16,69.34,1007.67,57.69
26.47,47.43,1009.09,54.94
31.4,70.32,1011.62,65.01
12.53,44.03,1007.21,84.2
31.01,73.5,1010.92,48.61
8.25,37.49,1009.02,81.09
33.38,71.06,1008.1,64.83
29.53,70.94,1007.22,70.68
11.95,42.07,1018.52,84.73
14.43,45.08,1023.23,83.98
32.1,69.98,1013.31,55.84
7.0,39.81,1017.47,87.65
18.59,43.14,1011.92,52.63
21.86,58.49,1010.88,76.79
22.25,59.8,1016.79,69.02
8.99,36.3,1027.08,73.98
22.3,74.87,1009.69,86.18
21.88,59.39,1015.58,87.19
26.68,62.91,1012.33,60.78
22.12,63.91,1009.61,90.83
14.01,43.34,1016.95,83.41
10.99,43.5,1021.1,93.64
28.16,70.4,1003.77,83.17
8.69,41.04,1026.87,80.28
28.62,63.77,1012.82,55.77
14.2,43.02,1012.18,57.07
16.9,38.58,1014.09,70.11
14.87,42.77,1017.94,75.06
13.17,38.52,1018.5,83.77
14.16,40.89,1010.78,82.86
27.18,62.66,1009.89,52.83
10.02,39.82,1012.86,89.47
27.67,69.59,1009.13,82.15
22.85,59.15,1014.74,63.92
12.99,42.34,1018.04,96.25
25.52,67.17,1007.33,85.12
19.15,57.76,1019.62,74.89
16.13,39.99,1007.04,80.49
22.73,43.79,1015.61,42.66
27.3,65.12,1016.24,44.87
20.03,45.01,1012.73,56.89
9.97,39.99,1010.09,95.0
12.9,44.63,1020.72,89.51
28.11,77.95,1009.38,72.81
30.06,69.14,1007.5,72.48
19.62,62.96,1020.76,76.53
27.58,65.27,1013.51,50.43
24.47,75.23,1012.43,75.25
30.12,74.16,1013.13,63.56
24.17,48.41,1008.46,76.19
19.11,50.16,1010.88,100.09
9.24,41.4,1018.34,84.91
22.47,47.45,1007.62,76.65
15.71,39.3,1019.2,62.28
29.56,70.4,1006.49,82.95
27.77,63.9,1013.62,51.43
12.21,41.67,1012.88,85.19
27.75,70.4,1006.65,90.21
6.04,41.14,1027.92,87.12
16.79,49.25,1021.21,68.8
26.38,59.92,1009.99,71.91
7.82,41.16,1023.3,87.7
13.9,45.08,1023.29,83.43
